indice,nombre,precio,tienda
372,MANÍ DULCE NUTHOS 200 G,$ 3.250,d1
373,PASABOCAS SURTIDOS DOCENA KYTHOS 318 G,$ 8.490,d1
374,ARÁNDANOS NUTHOS 150 G,$ 5.150,d1
375,MANÍ CON PASAS NUTHOS 200 G,$ 3.290,d1
376,MONEDITAS DE PLÁTANO PLATAITOS 6 UND - 60 G...,$ 6.990,d1
377,CIRUELA PREMIUM SIN SEMILLA SOFRUCO 200 G...,$ 5.290,d1
378,PASABOCAS MIXTO BBQ KYTHOS 160 G,$ 3.590,d1
379,PISTACHO NUTHOS 70 G,$ 5.590,d1
380,ALMENDRA NUTHOS 150 G,$ 7.490,d1
381,MAÍZ GIGANTE FRITO SALADO NUTHOS 200 G,$ 7.290,d1
382,TORTILLA INTEGRAL NATRI 8 UND- 250 G,$ 3.490,d1
383,MEZCLA CRUNCHY NUTHOS 180 G,$ 6.150,d1
384,MEZCLA SALADA FRUTOS SECOS NUTHOS 180 G,$ 5.190,d1
385,DORITOS FAMILIAR 175 GRS,$ 4.550,d1
386,UVAS PASAS NUTHOS 200 G,$ 2.590,d1
387,MIXTO MEGA FAMILIAR KYTHOS 350 GR,$ 6.650,d1
388,SEXTA PAPA SABOR POLLO KYTHOS 25 G,$ 4.990,d1
389,MEZCLAS SURTIDAS NUTHOS 5 UND - 45G,$ 6.290,d1
390,LONCHERA SURTIDA FRITOLAY 12 UN 261 GR,$ 7.190,d1
391,LONCHERA SURTIDA AZOMPACK 12 UN,$ 5.490,d1
392,PLATANITOS VERDES KYTHOS 135 GR,$ 2.890,d1
393,MAÍZ PICANTE NUTHOS 150 GR,$ 3.650,d1
394,MANÍ NUTHOS CROCANTE 180 GR,$ 2.990,d1
395,NACHOS CRACHOS 200 G,$ 2.550,d1
396,TORTILLA FAJITA CRACHOS 12 UND - 360 G,$ 4.090,d1
397,PASABOCAS MIXTOS SABOR NATURAL KYTHOS 160 G...,$ 3.590,d1
398,PAPAS FRITAS SABOR POLLO KYTHOS 115 G,$ 2.790,d1
399,MEZCLA CHOCODIVERTIDA NUTHOS 45 GR,$ 1.450,d1
400,SEXTA PAPA NATURAL KYTHOS 25 G,$ 4.990,d1
401,PAPAS CASERAS SABOR NATURAL 115GR,$ 2.890,d1
402,TOPPING SURT PARA ENSALADAS NATRI 120G,$ 4.190,d1
403,TURRONES DE GRANOLA SIN AZÚCAR NATRI 150 GRS...,$ 4.790,d1
404,PAPAS FRITAS SABOR NATURAL KYTHOS 115 G,$ 2.790,d1
405,PAPAS FRITAS SABOR BBQ KYTHOS 115 G,$ 2.790,d1
406,ROSQUILLAS HORNEADITOS 12 UND - 192 G,$ 5.850,d1
407,MEZCLA DIVERTIDA NUTHOS 200 G,$ 4.150,d1
408,TOSTACOS PICANTES 185GR,$ 4.190,d1
409,FLAN DE LECHE CON CARAMELO LATTI 150 G,$ 2.750,d1
410,POSTRE DE GELATINA CON LECHE KEDELI 180 G...,$ 2.650,d1
411,ARROZ CON LECHE TRADICIÓN 1915 120 G,$ 1.990,d1
412,LECHE ASADA TRADICIÓN 1915 120 G,$ 2.990,d1
413,POSTRE DE TRES LECHES DON JACOBO 86 G,$ 2.990,d1
414,ARÁNDANOS 125 G,$ 4.650,d1
415,ALBONDIGON VIANDE X 450 GRS,$ 5.300,d1
416,PASTA DE CEBOLLA LARGA DELIKA 110 G,$ 1.790,d1
417,PIÑA EN TROZOS AINOA 520 G,$ 5.990,d1
418,TORTA MARÍA LUISA/CHOCOLATE CON AREQUIPE 500 G...,$ 9.490,d1
419,GALLETAS MINI CHIPS 8 PQ 280G,$ 6.690,d1
420,CREMA CHOCOLATE NUCITA 8UN,$ 3.990,d1
421,POLLO ENTERO SAVICOL X 1600 G,$ 15.760,d1
422,PREMEZCLA TORTA NARANJA QUICKSY 400 G,$ 3.590,d1
423,PREMEZCLA TORTA VAINILLA QUICKSY 400 G,$ 3.590,d1
424,ALMIDON DE YUCA QUICKSY 200 G.,$ 3.390,d1
425,MEZCLA SENSACIÓN NUTHOS 180 GR,$ 4.990,d1
